ID #,State #,District #,State,First Name,Last Name,Party,State and District,Year Entering Congress,Birth Date,Chamber,Gender,Twitter Account,Facebook Account,Wikipedia Data,Congress.gov
303,35,5,Ohio,Bob,Latta,Republican,Ohio 5,2007,"April 18, 1956",Representative,Male,https://www.twitter.com/BobLatta,https://www.facebook.com/boblatta/,https://en.wikipedia.org/wiki/Bob_Latta,https://www.congress.gov/member/robert-latta/L000566
304,35,6,Ohio,Bill,Johnson,Republican,Ohio 6,2011,"November 10, 1954",Representative,Male,https://www.twitter.com/RepBillJohnson,https://www.facebook.com/RepBillJohnson/,https://en.wikipedia.org/wiki/Bill_Johnson_(Ohio_politician),https://www.congress.gov/member/bill-johnson/J000292
305,35,7,Ohio,Bob,Gibbs,Republican,Ohio 7,2011,"June 14, 1954",Representative,Male,https://www.twitter.com/RepBobGibbs,https://www.facebook.com/RepBobGibbs/,https://en.wikipedia.org/wiki/Bob_Gibbs,https://www.congress.gov/member/bob-gibbs/G000563
306,35,8,Ohio,Warren,Davidson,Republican,Ohio 8,2016,"March 1, 1970",Representative,Male,https://www.twitter.com/WarrenDavidson,https://www.facebook.com/CongressmanWarrenDavidson/,https://en.wikipedia.org/wiki/Warren_Davidson,https://www.congress.gov/member/warren-davidson/D000626
307,35,9,Ohio,Marcy,Kaptur,Democratic,Ohio 9,1983,"June 17, 1946",Representative,Female,https://www.twitter.com/RepMarcyKaptur,https://www.facebook.com/RepresentativeMarcyKaptur/,https://en.wikipedia.org/wiki/Marcy_Kaptur,https://www.congress.gov/member/marcy-kaptur/K000009
308,35,10,Ohio,Mike,Turner,Republican,Ohio 10,2003,"January 11, 1960",Representative,Male,https://www.twitter.com/RepMikeTurner,https://www.facebook.com/RepMikeTurner/,https://en.wikipedia.org/wiki/Mike_Turner,https://www.congress.gov/member/michael-turner/T000463
309,35,11,Ohio,Marcia,Fudge,Democratic,Ohio 11,2008,"October 29, 1952",Representative,Female,https://www.twitter.com/MLFudge,https://www.facebook.com/RepMarciaLFudge/,https://en.wikipedia.org/wiki/Marcia_Fudge,https://www.congress.gov/member/marcia-fudge/F000455
310,35,12,Ohio,Pat,Tiberi,Republican,Ohio 12,2001,"October 21, 1962",Representative,Male,https://www.twitter.com/TiberiPress,https://www.facebook.com/RepPatTiberi/,https://en.wikipedia.org/wiki/Pat_Tiberi,https://www.congress.gov/member/patrick-tiberi/T000462
311,35,13,Ohio,Tim,Ryan,Democratic,Ohio 13,2003,"July 16, 1973",Representative,Male,https://www.twitter.com/RepTimRyan,https://www.facebook.com/timryan/,https://en.wikipedia.org/wiki/Tim_Ryan_(politician),https://www.congress.gov/member/tim-ryan/R000577
312,35,14,Ohio,David,Joyce,Republican,Ohio 14,2013,"March 17, 1957",Representative,Male,https://www.twitter.com/RepDaveJoyce,https://www.facebook.com/RepDaveJoyce/,https://en.wikipedia.org/wiki/David_Joyce_(politician),https://www.congress.gov/member/david-joyce/J000295
313,35,15,Ohio,Steve,Stivers,Republican,Ohio 15,2011,"March 24, 1965",Representative,Male,https://www.twitter.com/RepSteveStivers,https://www.facebook.com/RepSteveStivers/,https://en.wikipedia.org/wiki/Steve_Stivers,https://www.congress.gov/member/steve-stivers/S001187
314,35,16,Ohio,Jim,Renacci,Republican,Ohio 16,2011,"December 3, 1958",Representative,Male,https://www.twitter.com/RepJimRenacci,https://www.facebook.com/repjimrenacci/,https://en.wikipedia.org/wiki/Jim_Renacci,https://www.congress.gov/member/james-renacci/R000586
315,36,1,Oklahoma,Jim,Bridenstine,Republican,Oklahoma 1,2013,"June 15, 1975",Representative,Male,https://www.twitter.com/RepJBridenstine,https://www.facebook.com/CongressmanJimBridenstine/,https://en.wikipedia.org/wiki/Jim_Bridenstine,https://www.congress.gov/member/jim-bridenstine/B001283
316,36,2,Oklahoma,Markwayne,Mullin,Republican,Oklahoma 2,2013,"July 26, 1977",Representative,Male,https://www.twitter.com/RepMullin,https://www.facebook.com/RepMullin/,https://en.wikipedia.org/wiki/Markwayne_Mullin,https://www.congress.gov/member/markwayne-mullin/M001190
317,36,3,Oklahoma,Frank,Lucas,Republican,Oklahoma 3,1994,"January 6, 1960",Representative,Male,https://www.twitter.com/RepFrankLucas,https://www.facebook.com/RepFrankLucas/,https://en.wikipedia.org/wiki/Frank_Lucas_(Oklahoma_politician),https://www.congress.gov/member/frank-lucas/L000491
318,36,4,Oklahoma,Tom,Cole,Republican,Oklahoma 4,2003,"April 28, 1949",Representative,Male,https://www.twitter.com/TomColeOK04,https://www.facebook.com/TomColeOK04/,https://en.wikipedia.org/wiki/Tom_Cole,https://www.congress.gov/member/tom-cole/C001053
319,36,5,Oklahoma,Steve,Russell,Republican,Oklahoma 5,2015,"May 25, 1963",Representative,Male,https://www.twitter.com/SteveRussellRep,https://www.facebook.com/reprussell/,https://en.wikipedia.org/wiki/Steve_Russell_(politician),https://www.congress.gov/member/steve-russell/R000604
320,37,1,Oregon,Suzanne,Bonamici,Democratic,Oregon 1,2012,"October 14, 1954",Representative,Female,https://www.twitter.com/RepBonamici,https://www.facebook.com/CongresswomanBonamici/,https://en.wikipedia.org/wiki/Suzanne_Bonamici,https://www.congress.gov/member/suzanne-bonamici/B001278
321,37,2,Oregon,Greg,Walden,Republican,Oregon 2,1999,"January 10, 1957",Representative,Male,https://www.twitter.com/RepGregWalden,https://www.facebook.com/repgregwalden/,https://en.wikipedia.org/wiki/Greg_Walden,https://www.congress.gov/member/greg-walden/W000791
322,37,3,Oregon,Earl,Blumenauer,Democratic,Oregon 3,1996,"August 16, 1948",Representative,Male,https://www.twitter.com/RepBlumenauer,https://www.facebook.com/blumenauer/,https://en.wikipedia.org/wiki/Earl_Blumenauer,https://www.congress.gov/member/earl-blumenauer/B000574
323,37,4,Oregon,Peter,DeFazio,Democratic,Oregon 4,1987,"May 27, 1947",Representative,Male,https://www.twitter.com/RepPeterDeFazio,https://www.facebook.com/RepPeterDeFazio/,https://en.wikipedia.org/wiki/Peter_DeFazio,https://www.congress.gov/member/peter-defazio/D000191
324,37,5,Oregon,Kurt,Schrader,Democratic,Oregon 5,2009,"October 19, 1951",Representative,Male,https://www.twitter.com/RepSchrader,https://www.facebook.com/repschrader/,https://en.wikipedia.org/wiki/Kurt_Schrader,https://www.congress.gov/member/kurt-schrader/S001180
325,38,1,Pennsylvania,Bob,Brady,Democratic,Pennsylvania 1,1998,"April 7, 1945",Representative,Male,https://www.twitter.com/RepBrady,https://www.facebook.com/RepRobertBrady/,https://en.wikipedia.org/wiki/Bob_Brady,https://www.congress.gov/member/robert-brady/B001227
326,38,2,Pennsylvania,Dwight,Evans,Democratic,Pennsylvania 2,2016,"May 16, 1954",Representative,Male,https://www.twitter.com/RepDwightEvans,https://www.facebook.com/RepDwightEvans/,https://en.wikipedia.org/wiki/Dwight_Evans_(politician),https://www.congress.gov/member/dwight-evans/E000296
327,38,3,Pennsylvania,Mike,Kelly,Republican,Pennsylvania 3,2011,"May 10, 1948",Representative,Male,https://www.twitter.com/MikeKellyPA,https://www.facebook.com/MikeKellyPA/,https://en.wikipedia.org/wiki/Mike_Kelly_(Pennsylvania_politician),https://www.congress.gov/member/mike-kelly/K000376
328,38,4,Pennsylvania,Scott,Perry,Republican,Pennsylvania 4,2013,"May 27, 1962",Representative,Male,https://www.twitter.com/RepScottPerry,https://www.facebook.com/repscottperry/,https://en.wikipedia.org/wiki/Scott_Perry_(politician),https://www.congress.gov/member/scott-perry/P000605
329,38,5,Pennsylvania,Glenn,Thompson,Republican,Pennsylvania 5,2009,"July 27, 1959",Representative,Male,https://www.twitter.com/CongressmanGT,https://www.facebook.com/CongressmanGT/,https://en.wikipedia.org/wiki/Glenn_Thompson_(politician),https://www.congress.gov/member/glenn-thompson/T000467
330,38,6,Pennsylvania,Ryan,Costello,Republican,Pennsylvania 6,2015,"September 7, 1976",Representative,Male,https://www.twitter.com/RepRyanCostello,https://www.facebook.com/CongressmanRyanCostello/,https://en.wikipedia.org/wiki/Ryan_Costello,https://www.congress.gov/member/ryan-costello/C001106
331,38,7,Pennsylvania,Pat,Meehan,Republican,Pennsylvania 7,2011,"October 20, 1955",Representative,Male,https://www.twitter.com/RepMeehan,https://www.facebook.com/CongressmanPatrickMeehan/,https://en.wikipedia.org/wiki/Pat_Meehan,https://www.congress.gov/member/patrick-meehan/M001181
332,38,8,Pennsylvania,Brian,Fitzpatrick,Republican,Pennsylvania 8,2017,"December 17, 1973",Representative,Male,https://www.twitter.com/repbrianfitz,https://www.facebook.com/RepBrianFitzpatrick/,https://en.wikipedia.org/wiki/Brian_Fitzpatrick_(American_politician),https://www.congress.gov/member/brian-fitzpatrick/F000466
333,38,9,Pennsylvania,Bill,Shuster,Republican,Pennsylvania 9,2001,"January 10, 1961",Representative,Male,https://www.twitter.com/RepBillShuster,https://www.facebook.com/Rep.Shuster/,https://en.wikipedia.org/wiki/Bill_Shuster,https://www.congress.gov/member/bill-shuster/S001154
334,38,10,Pennsylvania,Tom,Marino,Republican,Pennsylvania 10,2011,"August 13, 1952",Representative,Male,https://www.twitter.com/RepTomMarino,https://www.facebook.com/CongressmanMarino/,https://en.wikipedia.org/wiki/Tom_Marino,https://www.congress.gov/member/tom-marino/M001179
335,38,11,Pennsylvania,Lou,Barletta,Republican,Pennsylvania 11,2011,"January 28, 1956",Representative,Male,https://www.twitter.com/RepLouBarletta,https://www.facebook.com/CongressmanLouBarletta/,https://en.wikipedia.org/wiki/Lou_Barletta,https://www.congress.gov/member/lou-barletta/B001269
336,38,12,Pennsylvania,Keith,Rothfus,Republican,Pennsylvania 12,2013,"April 25, 1962",Representative,Male,https://www.twitter.com/KiethRothfus,https://www.facebook.com/keithrothfus/,https://en.wikipedia.org/wiki/Keith_Rothfus,https://www.congress.gov/member/keith-rothfus/R000598
337,38,13,Pennsylvania,Brendan,Boyle,Democratic,Pennsylvania 13,2015,"February 6, 1977",Representative,Male,https://www.twitter.com/RepBrendanBoyle,https://www.facebook.com/CongressmanBoyle/,https://en.wikipedia.org/wiki/Brendan_Boyle,https://www.congress.gov/member/brendan-boyle/B001296
338,38,14,Pennsylvania,Michael,Doyle,Democratic,Pennsylvania 14,1995,"August 5, 1953",Representative,Male,https://www.twitter.com/USRepMikeDoyle,https://www.facebook.com/usrepmikedoyle/,https://en.wikipedia.org/wiki/Michael_F._Doyle,https://www.congress.gov/member/mike-doyle/D000482
339,38,15,Pennsylvania,Charlie,Dent,Republican,Pennsylvania 15,2005,"May 24, 1960",Representative,Male,https://www.twitter.com/RepCharlieDent,https://www.facebook.com/congressmandent/,https://en.wikipedia.org/wiki/Charlie_Dent,https://www.congress.gov/member/charles-dent/D000604
340,38,16,Pennsylvania,Lloyd,Smucker,Republican,Pennsylvania 16,2017,"January 23, 1964",Representative,Male,https://www.twitter.com/RepSmucker,https://www.facebook.com/RepSmucker/,https://en.wikipedia.org/wiki/Lloyd_Smucker,https://www.congress.gov/member/lloyd-smucker/S001199
341,38,17,Pennsylvania,Matt,Cartwright,Democratic,Pennsylvania 17,2013,"May 1, 1961",Representative,Male,https://www.twitter.com/RepCartwright,https://www.facebook.com/CongressmanMattCartwright/,https://en.wikipedia.org/wiki/Matt_Cartwright,https://www.congress.gov/member/matt-cartwright/C001090
342,38,18,Pennsylvania,Timothy,Murphy,Republican,Pennsylvania 18,2003,"September 11, 1952",Representative,Male,https://www.twitter.com/RepTimMurphy,https://www.facebook.com/reptimmurphy/,https://en.wikipedia.org/wiki/Timothy_F._Murphy,https://www.congress.gov/member/tim-murphy/M001151
343,39,1,Rhode Island,David,Cicilline,Democratic,Rhode Island 1,2011,"July 15, 1961",Representative,Male,https://www.twitter.com/RepCicilline,https://www.facebook.com/CongressmanDavidCicilline/,https://en.wikipedia.org/wiki/David_Cicilline,https://www.congress.gov/member/david-cicilline/C001084
344,39,2,Rhode Island,James,Langevin,Democratic,Rhode Island 2,2001,"April 22, 1964",Representative,Male,https://www.twitter.com/JimLangevin,https://www.facebook.com/CongressmanJimLangevin/,https://en.wikipedia.org/wiki/James_Langevin,https://www.congress.gov/member/james-langevin/L000559
345,40,1,South Carolina,Mark,Sanford,Republican,South Carolina 1,2013,"May 28, 1960",Representative,Male,https://www.twitter.com/RepSanfordSC,https://www.facebook.com/RepSanfordSC/,https://en.wikipedia.org/wiki/Mark_Sanford,https://www.congress.gov/member/mark-sanford/S000051
346,40,2,South Carolina,Joe,Wilson,Republican,South Carolina 2,2001,"July 31, 1947",Representative,Male,https://www.twitter.com/RepJoeWilson,https://www.facebook.com/JoeWilson/,https://en.wikipedia.org/wiki/Joe_Wilson_(U.S._politician),https://www.congress.gov/member/joe-wilson/W000795
347,40,3,South Carolina,Jeff,Duncan,Republican,South Carolina 3,2011,"January 7, 1966",Representative,Male,https://www.twitter.com/RepJeffDuncan,https://www.facebook.com/RepJeffDuncan/,https://en.wikipedia.org/wiki/Jeff_Duncan_(politician),https://www.congress.gov/member/jeff-duncan/D000615
348,40,4,South Carolina,Trey,Gowdy,Republican,South Carolina 4,2011,"August 22, 1964",Representative,Male,https://www.twitter.com/TGowdySC,https://www.facebook.com/RepTreyGowdy/,https://en.wikipedia.org/wiki/Trey_Gowdy,https://www.congress.gov/member/trey-gowdy/G000566
349,40,5,South Carolina,None,None,None,South Carolina 5,None,,Representative,,,,,
350,40,6,South Carolina,Jim,Clyburn,Democratic,South Carolina 6,1993,"July 21, 1940",Representative,Male,https://www.twitter.com/Clyburn,https://www.facebook.com/jameseclyburn/,https://en.wikipedia.org/wiki/Jim_Clyburn,https://www.congress.gov/member/james-clyburn/C000537
351,40,7,South Carolina,Tom,Rice,Republican,South Carolina 7,2013,"August 4, 1957",Representative,Male,https://www.twitter.com/RepTomRice,https://www.facebook.com/reptomrice/,https://en.wikipedia.org/wiki/Tom_Rice,https://www.congress.gov/member/tom-rice/R000597
352,41,1,South Dakota At Large,Kristi,Noem,Republican,South Dakota At Large,2011,"November 30, 1971",Representative,Female,https://www.twitter.com/RepKristiNoem,https://www.facebook.com/kristiforgovernor/,https://en.wikipedia.org/wiki/Kristi_Noem,https://www.congress.gov/member/kristi-noem/N000184
353,42,1,Tennessee,Phil,Roe,Republican,Tennessee 1,2009,"July 21, 1945",Representative,Male,https://www.twitter.com/DrPhilRoe,https://www.facebook.com/DrPhilRoe/,https://en.wikipedia.org/wiki/Phil_Roe_(politician),https://www.congress.gov/member/david-roe/R000582
354,42,2,Tennessee,Jimmy,Duncan,Republican,Tennessee 2,1988,"July 21, 1947",Representative,Male,https://www.twitter.com/RepJohnDuncanJr,https://www.facebook.com/CongressmanDuncan,https://en.wikipedia.org/wiki/Jimmy_Duncan_(U.S._politician),https://www.congress.gov/member/john-duncan/D000533
355,42,3,Tennessee,Chuck,Fleischmann,Republican,Tennessee 3,2011,"October 11, 1962",Representative,Male,https://www.twitter.com/RepChuck,https://www.facebook.com/repchuck/,https://en.wikipedia.org/wiki/Chuck_Fleischmann,https://www.congress.gov/member/charles-fleischmann/F000459
356,42,4,Tennessee,Scott,DesJarlais,Republican,Tennessee 4,2011,"February 21, 1964",Representative,Male,https://www.twitter.com/DesJarlaisTN04,https://www.facebook.com/ScottDesJarlaisTN04/,https://en.wikipedia.org/wiki/Scott_DesJarlais,https://www.congress.gov/member/scott-desjarlais/D000616
357,42,5,Tennessee,Jim,Cooper,Democratic,Tennessee 5,2003,"June 19, 1954",Representative,Male,https://www.twitter.com/RepJimCooper,https://www.facebook.com/JimCooper/,https://en.wikipedia.org/wiki/Jim_Cooper,https://www.congress.gov/member/james-cooper/C000754
358,42,6,Tennessee,Diane,Black,Republican,Tennessee 6,2011,"January 16, 1951",Representative,Female,https://www.twitter.com/RepDianeBlack,https://www.facebook.com/DianeBlackTN06/,https://en.wikipedia.org/wiki/Diane_Black,https://www.congress.gov/member/diane-black/B001273
359,42,7,Tennessee,Marsha,Blackburn,Republican,Tennessee 7,2003,"June 6, 1952",Representative,Female,https://www.twitter.com/MarshaBlackburn,https://www.facebook.com/marshablackburn/,https://en.wikipedia.org/wiki/Marsha_Blackburn,https://www.congress.gov/member/marsha-blackburn/B001243
360,42,8,Tennessee,David,Kustoff,Republican,Tennessee 8,2017,"October 8, 1966",Representative,Male,https://www.twitter.com/repdavidkustoff,https://www.facebook.com/KustoffForCongress/,https://en.wikipedia.org/wiki/David_Kustoff,https://www.congress.gov/member/david-kustoff/K000392
361,42,9,Tennessee,Steve,Cohen,Democratic,Tennessee 9,2007,"May 24, 1949",Representative,Male,https://www.twitter.com/RepCohen,https://www.facebook.com/CongressmanSteveCohen/,https://en.wikipedia.org/wiki/Steve_Cohen,https://www.congress.gov/member/steve-cohen/C001068
362,43,1,Texas,Louie,Gohmert,Republican,Texas 1,2005,"August 18, 1953",Representative,Male,https://www.twitter.com/RepLouieGohmert,https://www.facebook.com/RepLouieGohmert/,https://en.wikipedia.org/wiki/Louie_Gohmert,https://www.congress.gov/member/louie-gohmert/G000552
363,43,2,Texas,Ted,Poe,Republican,Texas 2,2005,"September 10, 1948",Representative,Male,https://www.twitter.com/JudgeTedPoe,https://www.facebook.com/JudgeTedPoe/,https://en.wikipedia.org/wiki/Ted_Poe,https://www.congress.gov/member/ted-poe/P000592
364,43,3,Texas,Sam,Johnson,Republican,Texas 3,1991,"October 11, 1930",Representative,Male,https://www.twitter.com/SamsPressShop,https://www.facebook.com/RepSamJohnson/,https://en.wikipedia.org/wiki/Sam_Johnson,https://www.congress.gov/member/sam-johnson/J000174
365,43,4,Texas,John,Ratcliffe,Republican,Texas 4,2015,"October 20, 1965",Representative,Male,https://www.twitter.com/RepRatcliffe,https://www.facebook.com/RepRatcliffe/,https://en.wikipedia.org/wiki/John_Ratcliffe_(American_politician),https://www.congress.gov/member/john-ratcliffe/R000601
366,43,5,Texas,Jeb,Hensarling,Republican,Texas 5,2003,"May 29, 1957",Representative,Male,https://www.twitter.com/RepHensarling,https://www.facebook.com/RepHensarling/,https://en.wikipedia.org/wiki/Jeb_Hensarling,https://www.congress.gov/member/jeb-hensarling/H001036
367,43,6,Texas,Joe,Barton,Republican,Texas 6,1985,"September 15, 1949",Representative,Male,https://www.twitter.com/RepJoeBarton,https://www.facebook.com/RepJoeBarton/,https://en.wikipedia.org/wiki/Joe_Barton,https://www.congress.gov/member/joe-barton/B000213
368,43,7,Texas,John,Culberson,Republican,Texas 7,2001,"August 24, 1956",Representative,Male,https://www.twitter.com/CongCulberson,https://www.facebook.com/public/John-Culberson,https://en.wikipedia.org/wiki/John_Culberson,https://www.congress.gov/member/john-culberson/C001048
369,43,8,Texas,Kevin,Brady,Republican,Texas 8,1997,"April 11, 1955",Representative,Male,https://www.twitter.com/RepKevinBrady,https://www.facebook.com/kevinbrady/,https://en.wikipedia.org/wiki/Kevin_Brady,https://www.congress.gov/member/kevin-brady/B000755
370,43,9,Texas,Al,Green,Democratic,Texas 9,2005,"September 1, 1947",Representative,Male,https://www.twitter.com/RepAlGreen,https://www.facebook.com/Congressman-Al-Green-224027854297805/,https://en.wikipedia.org/wiki/Al_Green_(politician),https://www.congress.gov/member/al-green/G000553
371,43,10,Texas,Michael,McCaul,Republican,Texas 10,2005,"January 14, 1962",Representative,Male,https://www.twitter.com/McCaulPressShop,https://www.facebook.com/michaeltmccaul/,https://en.wikipedia.org/wiki/Michael_McCaul,https://www.congress.gov/member/michael-mccaul/M001157
372,43,11,Texas,Mike,Conaway,Republican,Texas 11,2005,"June 11, 1948",Representative,Male,https://www.twitter.com/ConawayTX11,https://www.facebook.com/mike.conaway/,https://en.wikipedia.org/wiki/Mike_Conaway,https://www.congress.gov/member/k-conaway/C001062
373,43,12,Texas,Kay,Granger,Republican,Texas 12,1999,"January 18, 1943",Representative,Female,https://www.twitter.com/RepKayGranger,https://www.facebook.com/RepKayGranger/,https://en.wikipedia.org/wiki/Kay_Granger,https://www.congress.gov/member/kay-granger/G000377
374,43,13,Texas,Mac,Thornberry,Republican,Texas 13,1995,"July 15, 1958",Representative,Male,https://www.twitter.com/MacTXPress,https://www.facebook.com/repmacthornberry/,https://en.wikipedia.org/wiki/Mac_Thornberry,https://www.congress.gov/member/william-thornberry/T000238
375,43,14,Texas,Randy,Weber,Republican,Texas 14,2013,"July 2, 1953",Representative,Male,https://www.twitter.com/TXRandy14,https://www.facebook.com/TXRandy14/,https://en.wikipedia.org/wiki/Randy_Weber,https://www.congress.gov/member/randy-weber/W000814
376,43,15,Texas,Vicente,González,Democratic,Texas 15,2017,"September 4, 1967",Representative,Male,https://www.twitter.com/RepGonzalez,https://www.facebook.com/votevicente/,https://en.wikipedia.org/wiki/Vicente_González_(politician),https://www.congress.gov/member/vicente-gonzalez/G000581
377,43,16,Texas,Beto,O'Rourke,Democratic,Texas 16,2013,"September 26, 1972",Representative,Male,https://www.twitter.com/RepBetORourke,https://www.facebook.com/BetoORourkeTX16/,https://en.wikipedia.org/wiki/Beto_O%27Rourke,https://www.congress.gov/member/beto-o-rourke/O000170
378,43,17,Texas,Bill,Flores,Republican,Texas 17,2011,"February 25, 1954",Representative,Male,https://www.twitter.com/RepBillFlores,https://www.facebook.com/RepBillFlores/,https://en.wikipedia.org/wiki/Bill_Flores,https://www.congress.gov/member/bill-flores/F000461
379,43,18,Texas,Sheila,Jackson Lee,Democratic,Texas 18,1995,"January 12, 1950",Representative,Female,https://www.twitter.com/JakcsonLeeTX18,https://www.facebook.com/CongresswomanSheilaJacksonLee/,https://en.wikipedia.org/wiki/Sheila_Jackson_Lee,https://www.congress.gov/member/sheila-jackson-lee/J000032
380,43,19,Texas,Jodey,Arrington,Republican,Texas 19,2017,"March 9, 1972",Representative,Male,https://www.twitter.com/RepArrington,https://www.facebook.com/JodeyArrington/,https://en.wikipedia.org/wiki/Jodey_Arrington,https://www.congress.gov/member/jodey-arrington/A000375
381,43,20,Texas,Joaquín,Castro,Democratic,Texas 20,2013,"September 16, 1974",Representative,Male,https://www.twitter.com/JoaquinCastroTX,https://www.facebook.com/JoaquinCastroTX/,https://en.wikipedia.org/wiki/Joaquín_Castro,https://www.congress.gov/member/joaquin-castro/C001091
382,43,21,Texas,Lamar,Smith,Republican,Texas 21,1987,"November 19, 1947",Representative,Male,https://www.twitter.com/LamarSmithTX21,https://www.facebook.com/LamarSmithTX21/,https://en.wikipedia.org/wiki/Lamar_S._Smith,https://www.congress.gov/member/lamar-smith/S000583
383,43,22,Texas,Pete,Olson,Republican,Texas 22,2009,"December 9, 1962",Representative,Male,https://www.twitter.com/OlsonPressShop,https://www.facebook.com/PeteOlsonTX/,https://en.wikipedia.org/wiki/Pete_Olson,https://www.congress.gov/member/pete-olson/O000168
384,43,23,Texas,Will,Hurd,Republican,Texas 23,2015,"August 19, 1977",Representative,Male,https://www.twitter.com/HurdOnTheHill,https://www.facebook.com/HurdOnTheHill/,https://en.wikipedia.org/wiki/Will_Hurd,https://www.congress.gov/member/will-hurd/H001073
385,43,24,Texas,Kenny,Marchant,Republican,Texas 24,2005,"February 23, 1951",Representative,Male,https://www.twitter.com/RepKenMarchant,https://www.facebook.com/RepKennyMarchant/,https://en.wikipedia.org/wiki/Kenny_Marchant,https://www.congress.gov/member/kenny-marchant/M001158
386,43,25,Texas,Roger,Williams,Republican,Texas 25,2013,"September 13, 1949",Representative,Male,https://www.twitter.com/RepRWilliams,https://www.facebook.com/RepRogerWilliams/,https://en.wikipedia.org/wiki/Roger_Williams_(U.S._politician),https://www.congress.gov/member/roger-williams/W000816
387,43,26,Texas,Michael,Burgess,Republican,Texas 26,2003,"December 23, 1950",Representative,Male,https://www.twitter.com/MichaleCBurgess,https://www.facebook.com/michaelcburgess/,https://en.wikipedia.org/wiki/Michael_C._Burgess,https://www.congress.gov/member/michael-burgess/B001248
388,43,27,Texas,Blake,Farenthold,Republican,Texas 27,2011,"December 12, 1961",Representative,Male,https://www.twitter.com/Farenthold,https://www.facebook.com/BlakeFarenthold/,https://en.wikipedia.org/wiki/Blake_Farenthold,https://www.congress.gov/member/blake-farenthold/F000460
389,43,28,Texas,Henry,Cuellar,Democratic,Texas 28,2005,"September 19, 1955",Representative,Male,https://www.twitter.com/RepCueller,https://www.facebook.com/repcuellar/,https://en.wikipedia.org/wiki/Henry_Cuellar,https://www.congress.gov/member/henry-cuellar/C001063
390,43,29,Texas,Gene,Green,Democratic,Texas 29,1993,"October 17, 1947",Representative,Male,https://www.twitter.com/RepGeneGreen,https://www.facebook.com/RepGeneGreen/,https://en.wikipedia.org/wiki/Gene_Green,https://www.congress.gov/member/gene-green/G000410
391,43,30,Texas,Eddie Bernice,Johnson,Democratic,Texas 30,1991,"December 3, 1935",Representative,Male,https://www.twitter.com/RepEBJ,https://www.facebook.com/CongresswomanEBJtx30/,https://en.wikipedia.org/wiki/Eddie_Bernice_Johnson,https://www.congress.gov/member/eddie-johnson/J000126
392,43,31,Texas,John,Carter,Republican,Texas 31,2003,"November 6, 1941",Representative,Male,https://www.twitter.com/JudgeCarter,https://www.facebook.com/judgecarter/,https://en.wikipedia.org/wiki/John_Carter_(Texas_politician),https://www.congress.gov/member/john-carter/C001051
393,43,32,Texas,Pete,Sessions,Republican,Texas 32,1997,"March 22, 1955",Representative,Male,https://www.twitter.com/PeteSessions,https://www.facebook.com/petesessions/,https://en.wikipedia.org/wiki/Pete_Sessions,https://www.congress.gov/member/pete-sessions/S000250
394,43,33,Texas,Marc,Veasey,Democratic,Texas 33,2013,"January 3, 1971",Representative,Male,https://www.twitter.com/RepVeasey,https://www.facebook.com/CongressmanMarcVeasey/,https://en.wikipedia.org/wiki/Marc_Veasey,https://www.congress.gov/member/marc-veasey/V000131
395,43,34,Texas,Filemon,Vela Jr.,Democratic,Texas 34,2013,"February 13, 1963",Representative,Male,https://www.twitter.com/ReFilmonVeila,https://www.facebook.com/UsCongressmanFilemonVela/,https://en.wikipedia.org/wiki/Filemon_Vela_Jr.,https://www.congress.gov/member/filemon-vela/V000132
396,43,35,Texas,Lloyd,Doggett,Democratic,Texas 35,1995,"October 6, 1946",Representative,Male,https://www.twitter.com/RepLloydDoggett,https://www.facebook.com/lloyddoggett/,https://en.wikipedia.org/wiki/Lloyd_Doggett,https://www.congress.gov/member/lloyd-doggett/D000399
397,43,36,Texas,Brian,Babin,Republican,Texas 36,2015,"March 23, 1948",Representative,Male,https://www.twitter.com/RepBrianBabin,https://www.facebook.com/RepBrianBabin/,https://en.wikipedia.org/wiki/Brian_Babin,https://www.congress.gov/member/brian-babin/B001291
398,44,1,Utah,Rob,Bishop,Republican,Utah 1,2003,"July 13, 1951",Representative,Male,https://www.twitter.com/RepRobBishop,https://www.facebook.com/RepRobBishop/,https://en.wikipedia.org/wiki/Rob_Bishop,https://www.congress.gov/member/rob-bishop/B001250
399,44,2,Utah,Chris,Stewart,Republican,Utah 2,2013,"July 15, 1960",Representative,Male,https://www.twitter.com/RepChrisStewart,https://www.facebook.com/RepChrisStewart/,https://en.wikipedia.org/wiki/Chris_Stewart_(politician),https://www.congress.gov/member/chris-stewart/S001192
400,44,3,Utah,Jason,Chaffetz,Republican,Utah 3,2009,"March 26, 1967",Representative,Male,https://www.twitter.com/JasonInTheHouse,https://www.facebook.com/CongressmanJasonChaffetz/,https://en.wikipedia.org/wiki/Jason_Chaffetz,https://www.congress.gov/member/jason-chaffetz/C001076
401,44,4,Utah,Mia,Love,Republican,Utah 4,2015,"December 6, 1975",Representative,Female,https://www.twitter.com/RepMiaLove,https://www.facebook.com/miablove/,https://en.wikipedia.org/wiki/Mia_Love,https://www.congress.gov/member/mia-love/L000584
402,45,1,Vermont At Large,Peter,Welch,Democratic,Vermont At Large,2007,"May 2, 1947",Representative,Male,https://www.twitter.com/PeterWelch,https://www.facebook.com/PeterWelch/,https://en.wikipedia.org/wiki/Peter_Welch,https://www.congress.gov/member/peter-welch/W000800
